No;username;komentar;pariwisata;kategori
125;virene2014;1 .. akhir2 ini pantai yang satu ini lagi 4ing .. tempatnya lumayan jauh di ujung banyuwangi ... searah ama ke 8 dan teluk hijau ... jalannya kecil tapi mulus sich .. cuma kalau kesasar rada menakutkan .. ada jalan yang melewati sungai setelah jembatan ada portal batu dikiri kanan yang hanya bisa dilalui mobil kecil .. kalau mobil besar dijamin nyantol (ada bapak2 yang ngaturin arah sich .. biar gak baret atau kecantol mobilnya) .... panah2 penunjuk arah ke pulau ini sudah ada tapi kurang strategis di beberapa titik (jd harus tanya2 pak polisi yang jaga disekitar sana) ... secara penataan pantai ini cukup ok .. penjual makanan cukup banyak ... kalau wc kurang ... kalau lagi high season .. kudu antri2 .. dan kalau lagi libur panjang antrian mau masuk parkirnya sampe 1 km ^__^ .. dan lokasi parkir juga terbatas .. sampe mepet2 deket pantai getu ... yang keren disekitar pintu masuk ada homestay2 kalau mau menginap dan di pinggir pantainya ada penyewaan payung dan kursi pantai ... tidak disarankan pergi saat libur panjang ... gak bisa menikmati pantai ... pengunjungnya banyak banget @__@;1;1
126;Memez Heidy Prameswari;Saya kira pantai ini bewarna merah seperti namanya namun tidak, aga sedih juga sudah jauh2 kesini;1;2
127;Patriciusgavino;Pantai ini cocok untuk berfoto saat sunset, meskipun pemandangan terlihat sangat bagus tapi ombak di sana cukup berbahaya, bagi keluarga dengan anak2 saya sarankan untuk menjaga anaknya agar tidak bermain di air;1;1
128;Kusuwabr;Payung yang disewa disini cukup mahal kurang worth it;1;2
129;Endang D;Cuaca nya menyengat bgt ;1;2
130;Agung P;Melihat matahari tenggelam yang luar biasa,di temani ole dua cangkir kopi,klau ingin melihat sunset di usahakan langit cerah,pantainya juga bagus berpasir putih lembut;1;1
131;Putri M;Ke 1 tapi sayang ga ketemu sama pantai yang warnanya merah. ;1;2
132;sumarsantoso;Perlu perbaikan untuk go internasional;1;2
133;AndhikaLiu;Pantainya indah dan berpasir putih, terdapat payung-payung yang disewakan untuk wisatawan agar tidak kepanasan. Lokasinya cukup jauh dari pusat kota, sekitar 75 kilometer arah selatan Banyuwangi. Perjalanan ditempuh dalam 2 jam karena kondisi jalan kabupaten yang sempit dan terlalu penuh mobil, truk dan motor. Fasilitas di pantai masih sangat kurang, toilet sedikit dan kurang terawat, stand penjualan makanan juga sering tutup dan hanya buka ketika hari libur/weekend saja sehingga untuk berjaga-jaga lebih baik membawa makanan agak tidak kelaparan. Akses jalan tidak terlalu bagus, aspal bergelombang, berlubang dan sempit. Banyak papan penunjuk arah ke lokasi ini sehingga tidak perlu takut tersesat. Jangan pulang terlalu malam karena kondisi jalan yang jelek dan gelap;1;2
134;Singgih P;"Penasaran dengan cerita tentang keindahan pantai ini. Saya, bersama istri dan anak yang masih berusia 2.5th saya ajak berlibur ke pantai ini. Sesudah urusan pekerjaan di Banyuwangi selesai saya langsung meluncur ke lokasi wisata pantai ini. Kesan awal memasuki pantai yang saya dapati adalah sangat indah, bersih dengan pasir putih dan dikelilingi pulau2 disekitar horisonnya, beberapa shelter berkanopi merah ditepi pantai membuat suasana pantai terasa sangat ""ramah"" untuk bersantai. Kami putuskan untuk bersantai di salah satu shelter tersebut, lalu beberapa penjual kuliner menghampiri dan menawarkan variasi kuliner khas. Saya pesan beberapa cemilan ringan untuk istri dan buah hati, sampai disini saya mendapat impresi positif tentang pantai ini. Tiba saat si kecil meminta untuk bermain air di bibir pantai. Puas bermain, kami harus memandikan si kecil yang basah kuyup dan berpasir disekujur tubuhnya. Saya dapati bahwa terdapat kamar mandi umum tepat di sebelah restoran seafood, masih didalam lokasi pantai. Ketika akan masuk kamar mandi, sungguh suasana disekitar kamar mandi sangat kotor, botol miras berserakan disekitarnya, bau pesing dan bau amis dari limbah ikan di resto seafood tersebut tercium begitu kuat, sangat kuat hingga istri tidak tahan dibuatnya. Akhirnya saya yang bertugas memandikan anak. Sangat disayangkan, pantai yang begitu indah tidak ditunjang dengan kamar mandi yang bersih dan nyaman. Mohon Pemkab Banyuwangi dapat memperhatikan fasum kamar mandi yang sangat vital dipantai itu.";1;2
135;lisacha2014;1 salah salah satu ikon wisata di Banyuwangi yg sekarang sedang di galakkan, terletak di kecamatan Pesanggaran, Banyuwangi Selatan... lebih kurang 80 km dr pusat kota Banyuwangi. namun jalan ke sana mulus dan sdh di hot mix semua sampai di lokasi. dinamakan 1 karena di tengah lautan, terdapat satu pulau kecil, apabila laut sedang surut, kita bisa menyebrang berjalan kaki menuju pulau itu. pantainya sangat bersih, dengan pasir nya yg putih, ombaknya juga bagus, tiap tahun di adakan kompetisi surfing tingkat internasional di tempat ini .... suasana pantainya spt Kuta di tahun 70 an;1;1
136;tristilde0314;Pantai 1 memiliki luasan pasir putih yg lebar dan panjang. Di siang hari yg terik pantai ini tampak seperti foto pantai di negara yg sudah mempromosikan pantai. Tidak terlihat sampah tertumpuk di pantai. Ditemui juga kursi pantai lengkap dgn payungnya utk berteduh. Jika ingin mendapatkan angin semilir dekati pepohonan di ujung pantai. Maka lengkaplah, antara angin semilir dari laut yg menyegarkan dan sehat serta keteduhan dari pepohonan yg memberi oksigen terbersih.. sayang sekali fasilitas wc masih terbatas. Harapan saya warung2 memberikan level higienis yg terjamin. Saya mengunjunginya sekitar jam 2;1;2
137;D_travelJunkee;pantai yang sangat indah dan bersih, dan letaknya yang jauh dari kota atau lebih tepatnya di selatan banyuwangi membuat terasa damai ketika tiba pertama kali di pantai ini. Pantai dengan pasir putihnya di pesisir dan berhadapan langsung dengan indian ocean menjadi pilihan lain untuk spot surfing.......so..let's surf !!;1;1
138;ghayda;1 merupakan pulau yang menonjolkan keunikan dibanding pulau lain dikawasan ini,,selain pulau yang merah juga pasir yang merah,aneka binatang laut yang masih dikatakan banyak muncul di tepian pantai,ombak selalu bergulung continyu dengan besar ombak yang relatif sama,menjadikan nuansa yang unik juga indah,salah jika tidak dapat menemukan inspirasi saat berkunjung kesana. Ditambah sekarang dg adanya proyek di lokasi gunung memberi kesempatan bagi anda yang ingin bertemu dan mengenal banyak potensi alamnya,1,pulau penuh inspirasi bagi saya,rasakan,nikmati,temukan ide-ide anda disana.;1;1
139;Ronny G;Tidak ada yang spesial;1;2
140;elyta m;1 atau red Island adalah tempat untuk orang Banyuwangi anda dapat mencapai pantai ini dengan mobil/bus dari Banyuwangi. Ini akan mengambil 3 jam dari Banyuwangi.;1;3
141;LusianaM_12;ada banyak pantai kursi dan payung Anda dapat menyewa di harga 20 . 000 RUPS/jam. anda dapat juga membawa anda sendiri.;1;3
142;Nrulprima;Saya tinggal di Banyuwangi untuk liburan namun disini belum mendapatkan apa apa;1;2
143;Bagusptr;Kualitas jalan yang tidak begitu baik karena suara truk tambang pasir dan berkeliaran di sekitar.  ;1;2
144;gspguntur;Pemandangan, pantai, laut, dan pasir. SEMPURNA! tapi beberapa sampah dapat ditemukan tersebar dekat dengan itu. yang perlu mendapat perhatian segera!;1;1
145;Birdpacker;Pantai yang indah, dengan pemandangan yang bagus tapi kurang infrastruktur yang akan menjadi masalah jika anda ingin buang air kecil: D.;1;2
146;Eka;Saya ada setelah sebuah - jalan bersepeda hari. Secara keseluruhan garis pantai yang sangat panjang dan bersih. Baik untuk berenang dan mereka memiliki banyak pilihan untuk restoran & warung kecil.  Tetapi area parkir terlihat berantakan, taman di mana pun mereka inginkan dan orang-orang yang membuang sampah di setiap tempat.  Sayang sekali dan perlu perbaikan dalam skala managament.  1 sendiri sangat mencengangkan!;1;2
147;Papa pelon;Saya tidak terkesan dengan cara berbicara sama sekali. Saya tidak melihat apapun atau apa pun di air berwarna biru yang terlihat seperti gambar. Tempat ini sangat ramai dengan penduduk setempat dan sulit untuk memiliki privasi. Pasti tidak layak perjalanan jika Anda berpikir tentang melakukan sesuatu yang lain saya merekomendasikan itu.;1;2
148;Neil G;Kami telah banyak kali dan percaya ini adalah salah satu yang terbaik menyimpan rahasia di jawa timur indonesia... Kami tinggal di utara bali ini adalah hanya sebuah perjalanan singkat ke feri dan kemudian ke jawa... Pantai pasir putih murni dan saya sangat bersih dan 100mtrs dari pantai pulau batu yang... Anda bisa mendapatkan beberapa ombak besar yang datang di kanan ombak dan angin... Jika anda tidak yakin mendapatkan tur...;1;1
149;ari j;Aku tidak bisa melihat 1;1;2
150;kuudew;Kami mengunjungi 1 di sore hari berawan, itu sangat ramai karena itu musim liburan. Pasir yang putih, ombak yang ramah, bersih, dan murah untuk makan. Lokasi ini cukup jauh dari pusat kota banyuwangi, abour 2 jam. Ini sangat layak untuk menghabiskan sore dengan keluarga di sini.;1;1
151;kertyjose;Kami tiba di sini setelah matahari terbenam yang buruk dan menjijikkan ke green bay atau teluk hijau di pantai di pagi hari. ;1;2
152;Eliana Maria;perjalanan cukup jauh dari banyuwangi. Butuh sekitar 2 jam untuk sampai ke sana dengan mobil sewaan.;1;3
153;Leo-sang;sangat keren dan pantai yang menakjubkan. Bersih - Jernih dan alami. Nikmati dan kegembiraan untuk menginap di pantai ini. sangat romantis dan pantai yang fantastis.;1;1
154;Arum P;Ini adalah panatai 1 yang ada dibanyuwangi ;1;3
155;SoviP;Pantai ini samgat kotor dan kurang perawatan ;1;2
156;Gavin T;Saya melihat begitu banyak sampah dan sampah di pantai saya pikir itu adalah hidup pada saat ini;1;2
157;Vanda Astowo;Kami mengunjungi untuk matahari terbenam, tapi terlalu kecil. Tidak terlalu ramai ketika kami pergi dan mereka menawarkan pantai-tempat tidur, sangat murah untuk disewa. Ada banyak tempat yang bagus untuk mengambil snack. Kita bisa hanya bersantai dan menikmati suara ombak;1;1
158;ratri84;Anda bisa mencapai tempat ini dengan mobil untuk sekitar 2 jam berkendara dari kota Banyuwangi. Saya mendapat informasi bahwa ini adalah tempat terbaik untuk melihat matahari terbenam di hotel Banyuwangi. ;1;3
159;Paul W;Pantai 1 mengingatkankuakan apa bali seperti 15 tahun yang telah lalu. Hotel ini sangat populer dengan penduduk setempat dan ada tidak terlalu banyak wisatawan di sana. Ada banyak tempat tidur matahari dan payung untuk disewa dan anda dapat membeli minuman ringan dan makanan lokal. Terdapat berselanca membangkruntukan di pantai yang populer. Sunset di 1 adalah layak tinggal untuk tempat yang bagus untuk bersantai dan melepas lelah.;1;1
160;karyl;Merah (Red Island) Pulah. Dari timur ke barat pantai lampung, pantai Parang Kursi, merah (red island) Pulah, pantai mustika, 13 (pantai pasir hitam), teluk hijau dan teluk Rajegwesi.;1;3
161;Henny D;Pemandangannya sangat spektakuler. Air jelas dan sangat menyegarkan di matahari yang sangat panas. Anda dapat menyewa payung pantai atau kursi dengan biaya yang sangat terjangkau. Percaya padaku. Saya sangat merekomendasikan ketika matahari akan super kuat dan panas! Sedangkan di bawah naungan payung lebih nyaman karena ada sedikit angin terlalu. Pantai itu penuh sesak, tapi ya seperti itu tentang 3pm pada minggu sore... tentu saja itu penuh sesak. Secara keseluruhan, ini adalah pantai yang bagus.;1;2
162;gerath;berwarna merah akan mencerminkan menuju pantai berpasir, namun aku tidak mendapatkan itu.;1;2
163;swiss_globetrotter86;Kami tinggal selama 6 hari di 1. Ombak yang sangat baik. Ada benar-benar dekat dengan pulau, ini adalah a-frame tapi ketika kami berada di sana keluar cukup cepat kirimengingatkan dipejamkannya. Kebanyakan orang di sini memperkuda mengeritingi yang tepat. Semua karya di pasang surut, tidak ada batu hanya mengamril. Beberapa hari s190 dapat cukup kuat. Ada juga sebuah membangkruntukan di depan semua agen yang bekerja dengan standar tinggi. Saya ada yang lain rusak tapi kami tidak ada berselanca.;1;1
164;AndrewF729;Kami kaial Jajag di dari senin 31 agustus, dan itu mengambil sekitar 1 jam. Pantai itu kosong, dengan mungkin 10 orang-orang di sekitar, termasuk beberapa peselancar. Ini adalah indah pantai dan jika anda tetap ke area renang di seberang pulau lebih mudah dan ombak yang baik untuk selancar pemula untuk berlatih. Lebih berpengalaman peselancar akan pindah ke pulau kecil jauh dari tempat berselancar lebih besar. Terdapat tempat tidur siang hari dan payung untuk menyewa dan juga papan selancar dan tubuh papan, dan anda dapat mendapatkan makanan dan minuman. Saya akan membayangkan akan lebih sibuk di akhir pekan. Pasti salah satu pantai kami melihat perjalanan menyeberangi jawa.;1;2
165;ksw-notes;matahari terbenam adalah saat terbaik untuk mengunjungi di sini. Sementara di pagi hari mengunjungi 10 (green bay) sekitar 2 jam dari sana. Sebelum pergi di sini, satu dapat memiliki makanan tradisional di villa PTP xii di dekatnya.;1;1
166;maxinesuyanto;Saya dan suami saya pergi ke 1 (red island) pada bulan juli. Itu adalah akhir dari liburan lebaran fitri muslimmu. Kami menangkap feri dari kira-kira $Gillimanuk dan 3 jam berkendara untuk tiba di 1. Saya sudah berusaha keras untuk tidak ada sinar matahari. Pada saat kedatangan kami tidak bisa membantu tetapi melihat pegunungan besar liburan lokal dimana di pantai dan di lahan semak belukar. Sampah adalah benar-benar mengecewakan. Ini akan menjadi tempat yang indah untuk bersantai dan menikmati jika tidak untuk semua omong kosong.;1;2
167;yunisri;Perjalanan dari kota sekitar 2-3 jam saja;1;3
168;Lingavin;itu sangat dingin... ! Broad beach... gelombang adalah tidak besar, baik untuk pemula surfer... pemandangan yang bagus saat sunset datang... bagus untuk liburan keluarga dan pasangan liburan.;1;1
169;Ferliana21;Kami tiba di pantai cukup awal, sekitar 6am, tidak banyak orang yang baik. The wave tidak begitu kuat lagi. Tidak banyak fasilitas di sekitar pantai. Beberapa warung (toko-toko lokal kecil) terbuka di mana kita dapat memiliki minuman dan mie instan. ;1;3
170;Adinda Permatahati;Menakjubkan sekali. Kawah aktif yang sangat indah pemandangannya. Kami berangkat tengah malam berburu blue fire, walau belum beruntung.;2;1
171;Ike Irawati;Kali kedua saya menginjakkan kaki di 2, kali ini tidak saya rasakan kedinginan seperti saat pertama dulu kesini, mungkin karena musin penghujan kali ya. Ketika pertama kali kesini di tahun 2013 suhunya bisa mencapai minus 3 derajat, dinginnya seperti masuk ke tulang dan saya sempat sesak nafas kala itu. Tapi kemarin cuma 12 derajat, makanya lebih hangat. Adanya pagar pembatas di beberapa tempat di puncak membuat rasa aman bagi para pengunjung. Alhamdulillah lagi kemarin tidak terjadi badai belerang, baunya pun tidak ada. Tidak seperti waktu tahun 2013, yang tiba-tiba menyembur dari bawah asap belerang yang menyengat yang membuat sesak nafas. Menyayangkan adanya bangunan yang terbengkalai di kawasan puncak dekat kawah, sangat merusak pemandangan dan keasrian alam.;2;2
172;Sri W;Taman Wisata Alam 2 merupakan kawasan yang sangat eksotik dengan view alam yang sangat indah. Dan merupakan kawah yang mengeluarkan blue fire selain yang berada di Islandia. Blue Fire menjadi andalan yang di buru semua orang terutama wisatawan Luar Negeri....2 memiliki ketinggian sekitar 2.386 MDPL. Masuk dalam wilayah perbatasan 2 Kabupaten yaitu Kabupaten Bondowoso dan Kabupaten Banyuwangi.  Untuk bisa ke 2 kita hrs daftar via online dengan tarif yang relatif murah yaitu 5K person. Protokol kesehatan hrs di patuhi terutama di masa pandemi saat ini...pakai masker, di ukur suhu badannya, cuci tangan, pakai handsanitaser, jaga jarak dll.  Saat ini untuk dapat blue fire tdk bisa sebab loket saat pandemi baru di buka pukul 02.30 padahal blue fire biasanya muncul pada dini hari pukul 02.00 sampai 03.00...tapi kita nggak perlu kecewa sbb view di kawah luar biasa juga sepanjang perjalanan. Di kawah kita juga bisa melihat aktifitas penambang yang mengangkut belerang.  Jalan normal dari Paltuding ke atas sekitat 2 sampai 3 jam dengan jarak jalan menanjak sekitar 3 KM. Disarankan bawa tracking pole sbb sangat membantu selama perjalanan naik maupun trn.  Perjuangan untuk naik akan terbayar view kawah dengan warna biru toska dan bentang alam yang indah tiada tara. Bisa melihat sunrise ke arah utara sisi Bangker. Kalau mau trn ke dekat kawah hrs hati hati dan pakai masker khusus agar tdk menghirup bau belerang.  Untuk turun lebih hati hati jalannya. Sambil jalan turun jika cuaca maka mata kita akan di manjakan dengan panorama alam yang memakau seperti pemandangan gunung Raung yang masih aktif, ada gunung Suket, hamparan bukit Teletubis di bawah gunung Wurung juga ada gunung Rante.  Jangan ambil apapun kecuali foto, dan jangan tinggalkan apapun kecuali jejak kaki kita....so jangan tinggal sampah kalian wajib di bawah turun.  Selain jalan kaki mencapai puncak 2, ada juga ojek Troli jika mau yang di tarik dan di dorong antara 2 sampai 4 orang tergantung berat badan penumpang. Harga yang di tawarkan kisaran 600 rb -750 rb an untul naik dan turun antara 150 rb sampai 250 rb.;2;1
173;uuk samsul;Perjalanan melelahkan terobati dengan keindahan 2. ;2;3
174;fuad pratama;Perjalanan kali ini ke ijen bersama anak2 yang gokil, Ah mantap! Semoga fasilitas disini semakin bagus;2;1
175;dong d;Perjalanan yang sangat melelahkanÉ. Sesampai di ijen suhu dingin drastis;2;2
176;Nur Fajar;2 adalah salah satu wisata alam yang wajib dikunjungi di Banyuwangi.Disini terdapat api biru/ blue fire yang hanya ada dua di dunia yaitu di Norwegia dan salah satunya ada di Indonesia yaitu sebut saja 2.Jika kalian ingin berkunjung kesini,kalian hanya perlu menempuh waktu 1-2 jam dari Stasiun Karangasem menggunakan kendaraan pribadi atau kalian juga dapat menyewa motor dari tempat penyewaan motor di dekat stasiun.Untuk naik ke kawah kalian dapat menempuh perjalanan dengan jalan kaki sekitar 3-4 jam dari Pos Paltuding.Jangan lupa untuk membawa masker dan pakaian hangat semacam jaket,sarung tangan dan penutup kepala.Jika kalian tidak membawa masker atau sarung tangan kalian dapat mendapatkannya ketika berada di Pos Paltuding banyak pedagang menjajakan sarung tangan dan perlengkapan yang lainnya.Karena saat kita sampai di atas kita akan disuguhkan bau belerang yang menyengat.Untuk tiket masuk kalian hanya perlu mengeluarkan uang Rp5000 dan parkir motor Rp2500 cukup murah bukan? Yang terakhir Jangan lupa berdoa ya :) Selamat Berlibur !;2;1
